place_id,place_name,review_id,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text,review_photos
ChIJbcbJO3If54kRYIo-NoVY9h8,Westfield River Esplanade,ChdDSUhNMG9nS0VJQ0FnSUNkZzh2eXN3RRAB,5,"About 25.5 miles from West Hartford to this (end of the trail). Good round-trip bike riding route. Provided awesome scenery while resting. Sadly, no public restroom is available.",5 months ago,2024-02-17T18:40:57,,,,4,,,False,,,"[""https://lh5.googleusercontent.com/p/AF1QipMUi_sz2si5x_wRknI5DnSncLqEKcKhzMvNhqby=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipPcQvcZfFD8_7rvSNSBSbWh-V-hMg5foTZYGgQp=w150-h150-k-no-p""]"
ChIJbcbJO3If54kRYIo-NoVY9h8,Westfield River Esplanade,ChZDSUhNMG9nS0VJQ0FnSUNHcWRubU5nEAE,5,"The esplanade is aa great place to sip a coffee, have a snack, watch the water or just enjoy nature.  The old railroad bridge was refurbished for use as a trail across the Westfield River.",2 years ago,2021-11-02T14:31:29,,,,1,,,False,,,"[""https://lh5.googleusercontent.com/p/AF1QipNnFyewCggURRHXDYoXUJziHiA2z8cebKId1chl=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipO-t5JAwrF1auskKc_qaltWOrq5tXA6QhB-G0n6=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNfR-ra3C_9ySaUkuhhms8pPRK3xk9f0wfjAO2D=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNcMsejtH4Xm8CncpjFlQHlw9srfPHdO8jpt2y8=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMGVfk-Rtx37s_pw6ySlfJXi5b6gkubB9SeC_NG=w150-h150-k-no-p""]"
ChIJbcbJO3If54kRYIo-NoVY9h8,Westfield River Esplanade,ChdDSUhNMG9nS0VJQ0FnSURwM3BpMDFnRRAB,4,"Smooth cool ride, wish it was stretched out more for longer riding and had fountain on the bikeway side as well. Amazing fun riding  both ways.",11 months ago,2023-08-22T15:44:27,,,,1,,,False,,,[]
ChIJbcbJO3If54kRYIo-NoVY9h8,Westfield River Esplanade,ChdDSUhNMG9nS0VJQ0FnSURxMHMtLWhBRRAB,5,This mural is a fantastic work in progress primarily being painted by artists Sarah Kinne and Shannon Chiba. -- A new entry to the espanade will be from the bridge  and new trail from downtown area.,3 years ago,2021-07-03T23:19:56,,,,1,,,False,,,[]
ChIJbcbJO3If54kRYIo-NoVY9h8,Westfield River Esplanade,ChdDSUhNMG9nS0VJQ0FnSUR5M0tuSHVnRRAB,5,"The Esplanade is a nice, pleasant place by the Westfield River with nice views, lots of benches, trash bins, lights, and a of the section bike trail.",3 years ago,2021-02-27T22:41:28,,,,1,,,False,,,[]
ChIJbcbJO3If54kRYIo-NoVY9h8,Westfield River Esplanade,ChZDSUhNMG9nS0VJQ0FnSURKa2ZUd2VREAE,5,The bridge is beautiful over the river and the place is amazing,a year ago,2023-07-18T17:44:45,,,,1,,,False,,,[]
ChIJbcbJO3If54kRYIo-NoVY9h8,Westfield River Esplanade,ChdDSUhNMG9nS0VJQ0FnSUNhMmJhRXp3RRAB,5,"It's very relaxing, to sit and watch the Westfield River.",2 years ago,2021-08-03T23:39:51,,,,0,,,False,,,[]
ChIJbcbJO3If54kRYIo-NoVY9h8,Westfield River Esplanade,ChZDSUhNMG9nS0VJQ0FnSUR1b3ZhQVNBEAE,5,It's just a great quiet place to sit and think,a year ago,2022-08-16T19:04:01,,,,0,,,False,,,[]
ChIJyYr22Srg5okR6sdCDeWXgN0,Westfield River,ChZDSUhNMG9nS0VJQ0FnSUNBNzlPUVVBEAE,5,"Beautiful River, I went kayaking down it for 3 hours last summer and it was such a wonderful experience, the water is so clear you can see right to the bottom in most places! i had hardly seen any trash floating in the water, (of course there were a few pieces!) gone swimming in this river a few times and was fine after. alot of beautiful scenery and i hope to continue the journey this summer!",6 years ago,2018-03-01T04:51:09,,,,0,,,False,,,"[""https://lh5.googleusercontent.com/p/AF1QipPMDp3XFL5aJTaIrQk1bWe0eWF3WS2FO-Ovgha1=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOP59A0MpYtmC4vAmjlUk3F89Q-hetfxTlRPD65=w150-h150-k-no-p""]"
ChIJyYr22Srg5okR6sdCDeWXgN0,Westfield River,ChZDSUhNMG9nS0VJQ0FnSUNnME1YVEhREAE,4,"I've never considered snorkeling in the river, but another reviewer suggested that it is indeed, a thing. It is a wonderful river to visit. Industry has managed to not affect it's natural beauty.",6 years ago,2018-02-10T17:52:27,,,,4,,,False,,,[]
ChIJyYr22Srg5okR6sdCDeWXgN0,Westfield River,ChdDSUhNMG9nS0VJQ0FnSURBaExId3JBRRAB,5,"Love the Westfield River! The Westfield Wildwater races in April are a great way to challenge yourself at any level, with a river that stays interesting and challenging the whole way through. You can also access the calmer side of the river at the bridges in Westfield and cruise to Robinson State Park when water is high enough... or all the way to it's outlet into the Connecticut River just South of Springfield.",6 years ago,2018-01-22T06:16:53,,,,0,,,False,,,[]
ChIJyYr22Srg5okR6sdCDeWXgN0,Westfield River,ChZDSUhNMG9nS0VJQ0FnSURBeklYMFhREAE,5,Clean river great for swimming snorkeling and kayaking. Many deep holes and large parts of its upper watershed vey undeveloped.,7 years ago,2017-06-03T01:14:07,,,,1,,,False,,,[]
ChIJyYr22Srg5okR6sdCDeWXgN0,Westfield River,ChdDSUhNMG9nS0VJQ0FnSUNLejhYRGpBRRAB,5,"Beautiful, quaint, clean and great fishing.",3 years ago,2021-04-23T16:34:10,,,,0,,,False,,,"[""https://lh5.googleusercontent.com/p/AF1QipOkFizxFHK7Y6CpU-miFNghWxwz316Hg2Vhd-9m=w150-h150-k-no-p""]"
ChIJyYr22Srg5okR6sdCDeWXgN0,Westfield River,ChdDSUhNMG9nS0VJQ0FnSUNRdUlxaGpBRRAB,1,I would love to find the way but it brings you to a wrong place. I was looking for an hour and didnt find it.,6 years ago,2018-04-23T22:29:16,,,,5,,,False,,,[]
ChIJyYr22Srg5okR6sdCDeWXgN0,Westfield River,ChdDSUhNMG9nS0VJQ0FnSUNBMk1pYnJBRRAB,5,Nice,5 years ago,2018-08-13T15:30:22,,,,0,,,False,,,[]
ChIJyYr22Srg5okR6sdCDeWXgN0,Westfield River,ChdDSUhNMG9nS0VJQ0FnSUR3M3E3ZnpnRRAB,5,Quiet place,5 years ago,2018-10-27T22:38:40,,,,0,,,False,,,[]
ChIJXRjieV0e54kRdetAZrKOy_Y,Amelia Park Children's Museum,ChZDSUhNMG9nS0VJQ0FnSUNENV9palZnEAE,3,"A great place for children to spend time. A small space, but enough to find activities for the child. Clean toilets, order in the play areas. The staff frequently walked around and tidied up the toys. The only downside is the floors, there is some trash... not much... a vacuum cleaner would solve the problem. And of course, it would be better if being on the premises was without shoes. Some children don't walk, they crawl, and it's not pleasant when everyone walks in shoes, especially in the rain. If being in socks only was allowed, the floors would be much cleaner.",3 months ago,2024-04-02T18:22:37,,,,2,,,False,,,"[""https://lh5.googleusercontent.com/p/AF1QipMwbirGP9-eGY3xWPQPZVGH51f8KPTIX7oa8X4=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMewLtYvU6eYhdA_dvrGS8xViTwfx3S2s661KE=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMVBBtmBWYj5JsTxykyQbq69XeNpzOVNdKnm9Y=w150-h150-k-no-p""]"
