place_id,place_name,review_id,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text,review_photos
ChIJKXNTCQQZ44kRf9AGvhHP0kc,Ipswich River,ChZDSUhNMG9nS0VJQ0FnSURBeXZyRUxnEAE,5,Obviously the best part of the river runs thru Ipswich proper. A diverse river offering lazy paddle opportunities above the downtown dam at Ebsco to the extreme tidal currents at her mouth there is something for everyone. Caution: deranged beaver have been known to attack kayakers.,5 years ago,2017-12-11T01:12:07,,,,2,,,False,,,"[""https://lh5.googleusercontent.com/p/AF1QipM-BkHtf7gekU8BAL-3HvFZlnWHAyVqd6rREziW=w150-h150-k-no-p""]"
ChIJKXNTCQQZ44kRf9AGvhHP0kc,Ipswich River,ChZDSUhNMG9nS0VJQ0FnSUNNOUtiQmVnEAE,4,"A lovely waterway for kayak or canoeing. Charming, the way it snakes through the towns",4 years ago,2019-11-19T17:18:14,,,,0,,,False,,,[]
ChIJKXNTCQQZ44kRf9AGvhHP0kc,Ipswich River,ChZDSUhNMG9nS0VJQ0FnSURDblBpOFh3EAE,5,,3 years ago,2020-09-18T03:06:09,,,,0,,,False,,,[]
ChIJyYr22Srg5okR6sdCDeWXgN0,Westfield River,ChZDSUhNMG9nS0VJQ0FnSUNBNzlPUVVBEAE,5,"Beautiful River, I went kayaking down it for 3 hours last summer and it was such a wonderful experience, the water is so clear you can see right to the bottom in most places! i had hardly seen any trash floating in the water, (of course there were a few pieces!) gone swimming in this river a few times and was fine after. alot of beautiful scenery and i hope to continue the journey this summer!",6 years ago,2018-03-01T04:51:09,,,,0,,,False,,,"[""https://lh5.googleusercontent.com/p/AF1QipPMDp3XFL5aJTaIrQk1bWe0eWF3WS2FO-Ovgha1=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOP59A0MpYtmC4vAmjlUk3F89Q-hetfxTlRPD65=w150-h150-k-no-p""]"
ChIJyYr22Srg5okR6sdCDeWXgN0,Westfield River,ChZDSUhNMG9nS0VJQ0FnSUNnME1YVEhREAE,4,"I've never considered snorkeling in the river, but another reviewer suggested that it is indeed, a thing. It is a wonderful river to visit. Industry has managed to not affect it's natural beauty.",6 years ago,2018-02-10T17:52:27,,,,4,,,False,,,[]
ChIJyYr22Srg5okR6sdCDeWXgN0,Westfield River,ChdDSUhNMG9nS0VJQ0FnSURBaExId3JBRRAB,5,"Love the Westfield River! The Westfield Wildwater races in April are a great way to challenge yourself at any level, with a river that stays interesting and challenging the whole way through. You can also access the calmer side of the river at the bridges in Westfield and cruise to Robinson State Park when water is high enough... or all the way to it's outlet into the Connecticut River just South of Springfield.",6 years ago,2018-01-22T06:16:53,,,,0,,,False,,,[]
ChIJyYr22Srg5okR6sdCDeWXgN0,Westfield River,ChZDSUhNMG9nS0VJQ0FnSURBeklYMFhREAE,5,Clean river great for swimming snorkeling and kayaking. Many deep holes and large parts of its upper watershed vey undeveloped.,7 years ago,2017-06-03T01:14:07,,,,1,,,False,,,[]
ChIJyYr22Srg5okR6sdCDeWXgN0,Westfield River,ChdDSUhNMG9nS0VJQ0FnSUNLejhYRGpBRRAB,5,"Beautiful, quaint, clean and great fishing.",3 years ago,2021-04-23T16:34:10,,,,0,,,False,,,"[""https://lh5.googleusercontent.com/p/AF1QipOkFizxFHK7Y6CpU-miFNghWxwz316Hg2Vhd-9m=w150-h150-k-no-p""]"
ChIJyYr22Srg5okR6sdCDeWXgN0,Westfield River,ChdDSUhNMG9nS0VJQ0FnSUNRdUlxaGpBRRAB,1,I would love to find the way but it brings you to a wrong place. I was looking for an hour and didnt find it.,6 years ago,2018-04-23T22:29:16,,,,5,,,False,,,[]
ChIJyYr22Srg5okR6sdCDeWXgN0,Westfield River,ChdDSUhNMG9nS0VJQ0FnSUNBMk1pYnJBRRAB,5,Nice,5 years ago,2018-08-13T15:30:22,,,,0,,,False,,,[]
ChIJyYr22Srg5okR6sdCDeWXgN0,Westfield River,ChdDSUhNMG9nS0VJQ0FnSUR3M3E3ZnpnRRAB,5,Quiet place,5 years ago,2018-10-27T22:38:40,,,,0,,,False,,,[]
ChIJ63meK7F45IkRRZjNjplVYlo,Charles River,ChZDSUhNMG9nS0VJQ0FnSURZc3RtYll3EAE,5,"This is literally the heart of the city! the most iconic part of Boston and everyone is always around this place. For walks, for watersports or even just to sit and chill. This is a place you cannot miss out at all!",5 years ago,2019-05-06T09:47:11,,,,5,,,False,,,"[""https://lh5.googleusercontent.com/p/AF1QipNmjWAM7kh_buErK0lyjEF9PmqU0apcGTxHyubk=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOunATIbH1zMuxotcHu1CWUA4K19Pa4QljCj_FR=w150-h150-k-no-p""]"
